aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,dois,ecs,repacxns,annotation
1165823,100,Selectivity ratio of Ki for human OX1R I408V mutant expressed in CHO cells to Ki for human OX2R expressed in CHO cells,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433183,20200625,"25225718,45375925,46190694,46190695,46191662,46191726,46191727,46195690,49793266,58394291,71555054,118715605,118715606,118715607,118715608,118715609,118715610,118715611,118715612,118715613","312360586,312360587,312360588,312360589,312360590,312360591,312360592,312360593,312360594,312360595,312360596,312360597,312360598,312360599,312360600,312360601,312360602,312360603,312360604,312360605",NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165824,100,Selectivity ratio of IC50 for human OX1R Ile408Val mutant expressed in CHO cells to IC50 for human OX2R expressed in CHO cells,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433184,20200625,"25225718,45375925,46190694,46190695,46191662,46191726,46191727,46195690,49793266,58394291,71555054,118715606,118715607,118715608,118715609,118715610,118715611,118715612,118715613","312360586,312360588,312360589,312360590,312360591,312360592,312360593,312360594,312360595,312360596,312360597,312360598,312360599,312360600,312360601,312360602,312360603,312360604,312360605",NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165825,100,Clearance in dog with cassette dosing,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433185,20181005,"25225718,45375925,46190694,46190695,46191662,46191726,46191727,46195690,49793266,118715605,118715606,118715611,118715612","312360586,312360587,312360588,312360589,312360590,312360592,312360595,312360596,312360598,312360600,312360601,312360603,312360605",NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165827,100,Ratio of Kinact to Ki for CYP3A4 (unknown origin),"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433187,20181005,"44633765,46190694,46190695","312360588,312360605,312360606",1576,NULL,P08684,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1165828,100,Plasma protein binding in human,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433188,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165829,100,"Lipophilicity, log D of the compound","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433189,20200625,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165830,100,Apparent permeability of the compound,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433190,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165831,100,Efflux ratio of permeability in mouse Pgp-based assay,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433191,20200625,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165832,100,Efflux ratio of permeability in rat Pgp-based assay,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433192,20200625,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165833,100,Efflux ratio of permeability in human Pgp-based assay,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433193,20200625,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165837,2,Activation of PXR (unknown origin),"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433197,20181005,46190695,312360605,8856,NULL,O75469,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,O75469,NULL
1165838,100,Activation of PXR (unknown origin) at 30 uM relative to rifampicin,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433198,20181005,46190695,312360605,8856,NULL,O75469,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,O75469,NULL
1165839,100,"Clearance in rat at 2 mg/kg, iv","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433199,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165840,100,"Volume of distribution at steady state in rat at 2 mg/kg, iv","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433200,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165841,100,"Half life in rat at 2 mg/kg, iv","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433201,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165842,100,"Clearance in dog at 1 mg/kg, iv","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433202,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165843,100,"Volume of distribution at steady state in dog at 1 mg/kg, iv","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433203,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165844,100,"Half life in dog at 1 mg/kg, iv","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433204,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165845,100,"AUC (0 to infinity) in rat at 5 mg/kg, po","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433205,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165846,2,"Cmax in rat at 5 mg/kg, po","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433206,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165847,100,"Tmax in rat at 5 mg/kg, po","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433207,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165848,100,Oral bioavailability in rat at 5 mg/kg,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433208,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165849,100,"AUC (0 to infinity) in dog at 3 mg/kg, po","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433209,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165850,2,"Cmax in rat at dog at 3 mg/kg, po","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433210,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165851,100,"Tmax in rat at dog at 3 mg/kg, po","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433211,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165852,100,Oral bioavailability in rat at dog at 3 mg/kg,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433212,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165853,100,"Reduction in active wake sleep in mouse at 100 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433213,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165854,100,"Increase in slow wave sleep in mouse at 100 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433214,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165855,100,"Increase in rapid eye movement sleep in mouse at 100 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433215,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165856,100,"Reduction in active wake sleep in Sprague-Dawley rat at 15 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433216,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165857,100,"Increase in slow wave sleep in Sprague-Dawley rat at 15 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433217,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165858,100,"Increase in rapid eye movement sleep in Sprague-Dawley rat at 15 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433218,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165859,100,"Reduction in active wake sleep in OX2R-knockout mouse at 100 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433987,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165860,100,"Increase in slow wave sleep in OX2R-knockout mouse at 100 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433988,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165861,100,"Increase in rapid eye movement sleep in OX2R-knockout mouse at 100 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433989,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165862,100,"Reduction in active wake sleep in dog at 3 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433990,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165863,100,"Increase in slow wave sleep in dog at 3 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433991,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165864,100,"Increase in rapid eye movement sleep in dog at 3 mg/kg, po after 3.5 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433992,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165865,100,"Tmax in mouse at 100 mg/kg, po","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433993,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165866,2,"Cmax in mouse at 100 mg/kg, po","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433994,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165867,2,"Drug uptake in mouse CSF at 100 mg/kg, po after 2 hrs","Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433995,20181005,46190695,312360605,NULL,NULL,NULL,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,NULL,NULL
1165868,2,Antagonist activity at mouse OX2R by FLIPR assay,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433996,20181005,46190695,312360605,387285,NULL,P58308,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,P58308,NULL
1165869,2,Antagonist activity at mouse OX1R by FLIPR assay,"Title: Discovery of MK-3697: a selective orexin 2 receptor antagonist (2-SORA) for the treatment of insomnia._|__|_Abstract: Orexin receptor antagonists have demonstrated clinical utility for the treatment of insomnia. The majority of clinical efforts to date have focused on the development of dual orexin receptor antagonists (DORAs), small molecules that antagonize both the orexin 1 and orexin 2 receptors. Our group has recently disclosed medicinal chemistry efforts to identify highly potent, orally bioava",43,ChEMBL,1433997,20181005,46190695,312360605,230777,NULL,P58307,Curation Efforts|Research and Development,25248679,0,10.1016/j.bmcl.2014.08.041,NULL,P58307,NULL
